ID,REGIÓN,PROVINCIA,DISTRITO,Codigo del Recurso,Nombre del Recurso,CATEGORIA,Tipo de Categoria,Sub tipo Categoria,URL,LATITUD,LONGITUD
512,Ayacucho,Huamanga,AYACUCHO,"1,098",Templo Y Convento De San Francisco De Asis,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1098,-74.22685146331787,-13.163621755679704
513,Ayacucho,Huamanga,AYACUCHO,"1,099",Templo Y Monasterio De Santa Teresa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1099,-74.22777200000001,-13.167799
514,Ayacucho,Huamanga,AYACUCHO,"1,100",Templo De Santa Maria Magdalena,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1100,-74.22149100000001,-13.158028
515,Ayacucho,Huamanga,AYACUCHO,"1,101",Templo De San Agustín,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1101,-74.22730000000001,-13.1599
516,Ayacucho,Huamanga,AYACUCHO,"1,102",Templo San Francisco De Paula,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1102,-74.22728927116395,-13.159594023860286
517,Ayacucho,Huamanga,AYACUCHO,"1,105",Casa Chacon,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1105,-74.22576248645782,-13.15953958695964
518,Ayacucho,Huamanga,AYACUCHO,"1,107",Casa Castilla Y Zamora,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1107,-74.2255961894989,-13.159813823073641
519,Ayacucho,Huamanga,AYACUCHO,"1,108",Casona Colonial Boza Y Solis,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1108,-74.22639816999435,-13.160153353075298
520,Ayacucho,Huamanga,AYACUCHO,"1,109",Casona Colonial Olano,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1109,-74.22631200000001,-13.160664
521,Ayacucho,Huamanga,AYACUCHO,"1,110",Museo De Arqueologia Y Antropologia Hipolito Unanue,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1110,-74.2231822013855,-13.1474598346978
522,Ayacucho,Huamanga,AYACUCHO,"1,113",Museo Mariscal Caceres,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1113,-74.2276759067459,-13.165752958285214
523,Ayacucho,Huamanga,CARMEN ALTO,"1,114",Mirador Turistico De Acuchimay,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Miradores,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1114,-74.22169089317322,-13.172250761121517
524,Ayacucho,Huamanga,AYACUCHO,"1,115",Barrio De Santa Ana,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Barrios tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1115,-74.23049600000001,-13.170132
525,Ayacucho,Huamanga,AYACUCHO,"1,116",Templo De Santa Ana,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1116,-74.23084259033203,-13.170344257637491
526,Ayacucho,Huamanga,AYACUCHO,"1,118",Arco Del Triunfo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1118,-74.22699093818664,-13.163162090687071
527,Ayacucho,Huamanga,QUINUA,"1,125",Complejo Arqueológico Wari,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1125,-74.19961599999999,-13.06003
528,Ayacucho,Huamanga,AYACUCHO,"1,127",Plazoleta Maria Parado De Bellido,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1127,-74.22499600000003,-13.154559
529,Ayacucho,Huamanga,QUINUA,"1,130",Museo De Sitio De Quinua,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1130,-74.13942400000002,-13.048973
530,Ayacucho,Vilcas Huaman,VILCAS HUAMAN,"1,137","Ushno, Pirámide Ceremonial",2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1137,-73.95510613918304,-13.65274275450672
531,Ayacucho,Vilcas Huaman,VILCAS HUAMAN,"1,138",La Gran Plaza De Vilcashuaman,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1138,-73.95387399999998,-13.652953
532,Ayacucho,Vilcas Huaman,VISCHONGO,"1,140",Complejo Arqueológico De Pumacocha O Intiwatana,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1140,-74.01454384277918,-13.596488159524231
533,Ayacucho,Vilcas Huaman,VISCHONGO,"1,141",Iglesia De Pomacocha,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1141,-73.98490052687669,-13.620607486973189
534,Huancavelica,Huancavelica,HUANCAVELICA,"1,143",Iglesia   De  San Antonio  Catedral ,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1143,-74.97314929962158,-12.787005802547107
535,Huancavelica,Huancavelica,HUANCAVELICA,"1,144",Iglesia  Y Convento De Santo Domingo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1144,-74.9724,-12.7863
536,Huancavelica,Huancavelica,HUANCAVELICA,"1,145",Iglesia  Y Convento De San Francisco,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1145,-74.97597634792328,-12.787936986145812
537,Huancavelica,Huancavelica,HUANCAVELICA,"1,146",Museo Daniel Hernández,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1146,-74.97405052185059,-12.78778527669261
538,Huancavelica,Huancavelica,IZCUCHACA,"1,147",Puente Colonial De Izcuchaca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1147,-74.9977777777778,-12.498888888888889
539,Huancavelica,Huancavelica,HUANCAVELICA,"1,152",Casa Hacienda  De Santa Rosa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa-Hacienda,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1152,-74.94537629101563,-12.792947662396902
540,Huancavelica,Huancavelica,YAULI,"1,153",Complejo Arqueológico De Uchkus Inkañan,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1153,-74.85789999999997,-12.7376
541,Huancavelica,Angaraes,LIRCAY,"1,154",Iglesia Corazón De Jesús,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1154,-74.71478461371526,-12.987828511019943
542,Huancavelica,Angaraes,LIRCAY,"1,156",Casa Hacienda De Ocopa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa-Hacienda,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1156,-74.7163888888889,-12.947777777777778
543,Huancavelica,Huaytara,HUAYTARA,"1,157",Complejo Arqueologico Y Templo  Inca De  Huaytara,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Parques arqueológicos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1157,-75.35427496693421,-13.604784716603502
544,Huancavelica,Castrovirreyna,SANTA ANA,"1,158",Laguna De Choclococha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1158,-75.07168728027341,-13.207199136878337
545,Huancavelica,Castrovirreyna,CASTROVIRREYNA,"1,160",Laguna Pacococha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1160,-75.27016600000002,-13.212163
546,Tacna,Tacna,TACNA,"1,173",Pila Ornamental,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1173,-70.25122372883606,-18.013938797077724
547,Tacna,Tacna,TACNA,"1,174",Estacion De Ferrocarril Tacna - Arica,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Fortalezas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1174,-70.25442842824174,-18.012984840325195
548,Tacna,Tacna,TACNA,"1,175",Museo Historico,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1175,-70.24915900000002,-18.013352
549,Junín,Huancayo,EL TAMBO,"1,179",Museo Salesiano,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1179,-75.21454299999999,-12.065588
550,Junín,Chupaca,CHUPACA,"1,185",Plaza Independencia,2. MANIFESTACIONES CULTURALES,Lugares Históricos,,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1185,-75.28767900000002,-12.061764
551,Junín,Chupaca,CHONGOS BAJO,"1,186",Iglesia Matriz De Chongos Bajo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1186,-75.2683612704277,-12.133702874153423
552,Junín,Concepcion,MITO,"1,187",Parque Recreacional La Huaycha,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1187,-75.32604745767213,-11.947510510728696
553,Junín,Jauja,JAUJA,"1,188",Capilla Cristo Pobre,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Capilla,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1188,-75.49717783927917,-11.776367919270697
554,Junín,Concepcion,ACO,"1,191",Restos Arqueológicos De Coto Coto,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1191,-75.37577033042908,-11.94947626887699
555,Junín,Chupaca,CHUPACA,"1,194",Iglesia Matriz De San Juan Bautista De Chupaca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1194,-75.28867936441804,-12.060187246018157
556,Junín,Chanchamayo,CHANCHAMAYO,"1,195",Puente Colgante Kimiri,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1195,-75.31690900000001,-11.032943
557,Junín,Concepcion,SANTA ROSA DE OCOPA,"1,198",Iglesia Matriz De Santa Rosa De Ocopa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1198,-75.29436800000002,-11.874118
558,Lima,Lima,ANCÓN,"1,205",Balneario De Ancón,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1205,-77.17604599999999,-11.773232
559,Lima,Huaral,CHANCAY,"1,208",Castillo De Chancay,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1208,-77.27172191009521,-11.57397917916931
560,Lima,Huaral,CHANCAY,"1,214",Playa Puerto Chancay,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1214,-77.27230800000001,-11.585371
561,Lima,Huaral,ATAVILLOS BAJO,"1,221",Sitio Arqueológico De Rupak,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1221,-76.80419934110449,-11.325639572049173
562,Lima,Barranca,PATIVILCA,"1,233",Museo Bolivariano De Pativilca,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1233,-77.78066327116392,-10.695399728774294
563,Lima,Barranca,BARRANCA,"1,234",Playas De Barranca,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1234,-77.76374670552252,-10.761347587595493
564,Lima,Barranca,SUPE,"1,237",Ciudad Sagrada De Caral,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1237,-77.52322759259033,-10.892818284237998
565,Lima,Barranca,SUPE PUERTO,"1,238",Playa La Isla Del Faraon,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1238,-77.750314,-10.809988
566,Lambayeque,Chiclayo,CHICLAYO,"1,253",Capilla Santa  Verónica,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Capilla,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1253,-79.84172994504036,-6.77359975782808
567,Lambayeque,Lambayeque,SAN JOSÉ,"1,254",Playa Naylamp,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1254,-79.88151138888549,-6.916889091773344
568,Huancavelica,Huancavelica,CONAYCA,"1,256",Iglesia  Colonial De Conaica,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1256,-75.00694444444446,-12.519722222222223
569,Huancavelica,Angaraes,HUAYLLAY GRANDE,"1,257",Iglesia Y Santuario De Huayllay Grande,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1257,-74.70181830059431,-12.942889948527899
570,Huancavelica,Huaytara,HUAYTARA,"1,259",Complejo Arqueológico De Inca Wasi,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1259,-74.52189877777101,-13.086031186761948
571,Huancavelica,Huaytara,HUAYTARA,"1,260",Complejo Arqueológico Wiracocha Percca,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1260,-75.37789237301638,-13.539931496918367
572,Ayacucho,Lucanas,PUQUIO,"1,265",Lagunas De Yaurihuiri Y Tahuaccocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1265,-73.95893096923828,-14.612488295124595
573,Ayacucho,Lucanas,CARMEN SALCEDO,"1,266",Andenerías De Andamarca,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1266,-73.889185,-14.368498
574,Ayacucho,Lucanas,CARMEN SALCEDO,"1,267",Complejo Arqueologico De Caniche,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1267,-73.95684107256147,-14.382276603766211
575,Ayacucho,Lucanas,AUCARA,"1,276",Iglesia Matriz De Aucara O Santuario Del Señor De Untuna,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1276,-73.97510327976227,-14.281323027281974
576,Ayacucho,Lucanas,AUCARA,"1,277",Laguna De Ccochapampa,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1277,-73.97253513336182,-14.273657962835308
577,Callao,Callao,CALLAO,"1,287",Iglesia Matriz,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1287,-77.14653333498762,-12.059757361093467
578,Cajamarca,Cajamarca,CAJAMARCA,"1,295",Museo Arqueológico De Cajamarca,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1295,-78.51720599999999,-7.15955
579,Ancash,Yungay,SHUPLUY,"1,296",Cueva De Guitarrero,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Cuevas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1296,-77.710038,-9.200276
580,Lima,Barranca,PARAMONGA,"1,298",Fortaleza De Paramonga,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1298,-77.84137099999998,-10.653397
581,La Libertad,Ascope,RÁZURI,"1,300",Isla Macabi,1. SITIOS NATURALES,Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1300,-79.49848035449219,-7.794007969462497
582,La Libertad,Viru,VIRU,"1,301",Isla Guañape,1. SITIOS NATURALES,Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1301,-78.96264025927735,-8.53363458957788
583,Callao,Callao,CALLAO,"1,302",Islas Palomino,1. SITIOS NATURALES,Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1302,-77.23315100000002,-12.12943
584,Lima,Lima,LURIN,"1,303",Islas Cavillaca,1. SITIOS NATURALES,Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1303,-76.90164600000003,-12.304052
585,Ica,Pisco,PISCO,"1,304",Islas Chincha,1. SITIOS NATURALES,Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1304,-76.22519373893738,-13.734166290803516
586,Ica,Pisco,PARACAS,"1,305",Islas Ballestas,1. SITIOS NATURALES,Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1305,-76.22524738311767,-13.73417150184054
587,Callao,Callao,CALLAO,"1,306",Plaza Grau,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1306,-77.14869299999998,-12.059025738122953
588,Callao,Callao,CALLAO,"1,307",Fortaleza Del Real Felipe,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Fortalezas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1307,-77.14882854365538,-12.062658420711383
589,Callao,Callao,CALLAO,"1,308",Museo Naval Capitán Julio Elías Murguia,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1308,-77.14810329447744,-12.060535934508481
590,Callao,Callao,CALLAO,"1,309",Iglesia Nuestra Señora De Carmen De La Legua,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1309,-77.09763370304108,-12.052838661271187
591,Callao,Callao,CALLAO,"1,312",Callao Monumental,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1312,-77.14823799999999,-12.059587
592,Callao,Callao,CALLAO,"1,313",Barrio De Chucuito,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Barrios tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1313,-77.15437073743442,-12.064914097814324
593,Apurimac,Andahuaylas,ANDAHUAYLAS,"1,316",Laguna Pacucha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1316,-73.3366584777832,-13.608950823599878
594,Ayacucho,Parinacochas,CORACORA,"1,317",Laguna De Parinacochas,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1317,-73.75049933123609,-15.266687273319857
595,Callao,Callao,VENTANILLA,"1,342",Huaca Cerro Culebras,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1342,-77.12254300000001,-11.9412
596,Lima,Lima,LIMA,"1,356",Iglesia De Las Nazarenas,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1356,-77.03742299999999,-12.045572
597,Lima,Lima,LIMA,"1,358",Palacio De Torre Tagle,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Palacio,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1358,-77.02923363558199,-12.048497
598,Lima,Lima,LIMA,"1,359",Casa Osambela U Oquendo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1359,-77.0326045570431,-12.043849008021708
599,Lima,Lima,LIMA,"1,360",Museo De Arte De Lima,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1360,-77.037001682209,-12.060361623007346
600,Lima,Lima,LIMA,"1,362",Museo Historico Militar De Los Combatientes Del Morro De Arica,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1362,-77.03260899999998,-12.044414376836775
601,Lima,Lima,LIMA,"1,369",Iglesia De Santa Ana,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1369,-77.02264373743441,-12.051333060952905
602,Lima,Lima,LIMA,"1,373",Parque Universitario,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1373,-77.03134731779096,-12.054147344232984
603,Lima,Lima,LIMA,"1,374",Centro Cultural De San Marcos,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1374,-77.03215799999998,-12.054622
604,Lima,Lima,LIMA,"1,376",Iglesia San Marcelo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1376,-77.03678300000001,-12.0470286231377
605,Lima,Lima,LIMA,"1,379",Museo Naval - Casa Grau De Lima,2. MANIFESTACIONES CULTURALES,Lugares Históricos,Murallas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1379,-77.03301405026247,-12.047777619189294
606,Lima,Lima,LIMA,"1,382",Iglesia Del Sagrado Corazón De Jesús O De Los Huérfanos,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1382,-77.0315726472387,-12.052627999999999
607,Lima,Lima,LIMA,"1,384",Congreso De La República,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Fortalezas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1384,-77.02496078157998,-12.048338241932525
608,Lima,Lima,LIMA,"1,385",Museo De La Inquisición Y Del Congreso De La República,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1385,-77.02633604662708,-12.047972507486312
609,Lima,Lima,LIMA,"1,387",Palacio De Justicia,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Palacio,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1387,-77.03490199999999,-12.0576596884831
610,Lima,Lima,LIMA,"1,393",Museo Del Banco Central De Reserva Del Perú,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1393,-77.03013534110448,-12.048134623126895
611,Lima,Lima,LIMA,"1,394",Museo Del Palacio Arzobispal De Lima,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1394,-77.02965732944773,-12.046075655786765
612,Lima,Lima,LIMA,"1,397",La Casa Pilatos,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1397,-77.02733799999999,-12.04605
613,Lima,Lima,LIMA,"1,401",Casa Canevaro,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1401,-77.02322500000002,-12.047225
